"Código de Acesso","F0101","F0102","F0103","F0104","F0201","Cor0202","F0203","Cor0204","F0205","Cor0206","F0207","Cor0208","Cor0209Outro","L0210 (não likert)","F0299 - Explicação Tempo","Q0401","Q0402","Q0403","T0404","Q0405","Q0406","Q0407","T0408","Q0409","Q0410","Q0411","T0412","Q0413","Q0414","Q0415","T0498","T0499 - Explicação Tempo","P01","T01","P02","T02","P03","T03","P05","T05","P09","T09","P12","T12","P15","T15","PTempoTotal","PTempoTotalExpl","QtdComida","QtdPessoas","QtdSom","GameTempoTotal","QtdDormir","QtdHorasDormi","QtdHorasSono","Acordar","F0705","F0706","F0707","F0708","F0709","F0710","F0711","F0712","F0713","F1101","F1102","F1103","F1104","F1105","Tempo1106","F1107","Tempo1108","F1109","Tempo1110","F1111","Tempo1112","TempoTotal11","T1199Expl","Q1201","Q1202","Q1203","T1204","T1205Expl","Q1206","Q1207","Q1208","Q1209","T1210Expl","P04","P08","P10","P12","P02","P03","P07","P09","P13","T04","T08","T10","T12","T02","T03","T07","T09","T13","TempoTotal","TempoTotalExpl","Data/Hora Último","Target1","Target2","Target3"
"FR8LYMFEAWS2","4","0","0.70588235294118","3","3","FFFFFF","4","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","20.799","3","0","11","6.766","3","0","14","6.85","9","0","41","34.415","N/A","3","10.783","3","1.701","4","9.116","1","11.449","1","11.399","4","6.249","2","8.617","59.314","N/A","2","1","2","27.581","1","2","2","3","2","3","2","2","2","2","3","3","2","2","3.8","2","4.1","2","4.0","2","5.5","1","2.4","2","3.1","22.900","N/A","1","0","24","50.981","N/A","5","0","24","76.847","N/A","5","1","5","1","5","1","1","5","1","7.366","6.783","6.017","6.683","13.95","9.883","6.349","6.317","5.199","90.164","N/A","26/08/2025 11:58:46","15.385","42.857","37.143"
"VADVPB0AT3PN","3","0","0.58823529411765","1","2","C37F52","6","311A0B","2","FD007A","6E4222","E880A3","D57696","2","N/A","17","27","2","84.73","6","23","8","51.281","6","13","11","0.0","29","63","21","136.011","10","4","1.549","3","18.566","2","13.066","3","14.116","3","4.917","4","8.433","4","7.266","67.913","N/A","1","1","1","26.882","1","3","2","5","5","5","5","5","5","5","5","1","1","3","8.7","4","5.4","3","4.4","3","11.6","3","3.3","3","3.7","37.100","N/A","0","0","24","58.881","N/A","5","0","24","115.594","N/A","5","5","5","5","5","5","5","5","5","6.751","4.716","10.666","12.548","9.867","11.433","8.867","7.5","10.431","106.412","N/A","26/08/2025 11:52:00","19.231","42.857","82.857"
"TNH37BEZASOJ","4","3","0.70588235294118","2","3","FFFFFF","2","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","14","11","5","107.297","5","11","9","0.0","0","0","17","0.0","19","22","31","107.297","00","2","14.896","1","17.212","3","45.935","2","8.329","1","27.643","4","103.562","3","17.274","234.851","N/A","3","1","2","35.153","2","2","2","5","2","4","5","2","2","1","1","1","1","1","6.941","0","7.288","4","6.286","1","9.14","1","6.553","1","8.005","44.213","N/A","3","0","24","70.959","N/A","7","0","24","153.891","N/A","5","1","1","1","5","5","1","5","1","17.363","8.882","9.433","9.966","16.662","12.465","7.864","20.98","19.631","149.584","N/A","26/08/2025 11:50:52","61.538","85.714","31.429"
"7CJPD6ATH0TS","1","0","0.58823529411765","1","2","F19D5F","2","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","6","6","13","45.297","0","9","14","37.771","3","6","14","29.825","9","21","41","112.893","N/A","4","18.531","3","18.018","1","10.73","4","14.737","4","7.449","4","8.045","4","17.726","95.236","N/A","2","2","1","27.569","2","3","2","5","5","5","5","5","5","5","5","5","3","4","3.896","4","2.598","2","3.299","4","1.297","3","2.495","4","2.199","15.784","N/A","0","0","24","91.885","N/A","22","0","10","300.0","00","5","5","5","5","5","5","1","5","5","10.448","7.831","8.517","6.585","5.847","10.263","8.564","9.349","10.148","106.528","N/A","26/08/2025 11:35:04","23.077","47.619","85.714"
"RL1BDEAQUD25","1","0","0.64705882352941","3","2","FFFFFF","9","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","1","N/A","2","0","17","12.316","3","0","11","14.099","3","0","14","9.666","8","0","42","36.081","N/A","4","1.967","3","6.549","4","6.366","4","10.266","3","5.0","3","9.283","4","7.649","47.080","N/A","2","2","1","12.084","2","3","2","5","5","5","5","4","4","5","4","4","1","2","11.612","2","6.016","2","5.532","3","5.125","2","2.233","3","2.829","33.347","N/A","0","0","24","46.432","N/A","2","0","24","93.995","N/A","5","5","5","1","5","5","5","5","5","3.451","5.8","5.517","12.267","4.25","9.1","3.7","5.083","6.667","81.196","N/A","26/08/2025 11:32:52","11.538","52.381","57.143"
"YQMIUAXNY70S","1","0","0.58823529411765","3","4","F3D080","2","704B26","2","FF0808","6C431B","3B3B3B","C9C1B5","0","N/A","1","0","18","9.449","3","0","11","10.268","3","0","14","21.281","7","0","43","40.998","N/A","3","17.381","3","7.583","4","5.133","3","22.415","3","8.084","4","7.183","3","4.799","72.578","N/A","2","1","2","33.531","1","3","2","5","4","3","3","4","5","5","4","5","1","2","19.914","4","6.674","3","5.383","4","6.373","3","4.798","4","2.207","45.349","N/A","0","0","24","61.029","N/A","1","0","24","104.446","N/A","5","5","5","5","1","5","1","5","5","4.949","4.883","6.766","11.95","11.132","5.367","11.5","6.782","4.834","96.179","N/A","26/08/2025 11:31:24","26.923","42.857","77.143"
"7J5ZV0VHHTOH","3","0","0.64705882352941","1","3","FFFFFF","9","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","5","2","14","44.73","3","0","11","11.4","3","0","14","10.149","11","2","39","66.279","N/A","2","25.615","2","6.566","2","8.516","2","5.751","1","7.766","4","6.816","1","10.333","71.363","N/A","3","0","1","20.432","3","2","3","2","3","1","1","1","5","1","2","1","1","0","4.1","2","3.3","1","2.1","2","3.0","1","5.0","2","2.5","20.000","N/A","2","0","24","64.63","N/A","2","0","24","88.129","N/A","1","1","1","1","1","1","1","1","1","6.8","6.733","5.199","4.4","6.5","4.766","4.734","4.9","4.783","71.863","N/A","26/08/2025 11:24:50","92.308","90.476","31.429"
"X6IOOX28SSVR","3","0","0.58823529411765","2","3","FFFFFF","9","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","1","N/A","2","4","17","16.772","3","0","11","13.512","2","1","15","9.064","7","5","43","39.348","N/A","3","4.982","3","7.847","4","6.963","3","15.396","4","1.449","4","5.551","4","3.028","45.216","N/A","1","1","2","14.346","1","2","2","5","4","5","3","4","4","4","3","3","2","2","4.198","3","3.1","1","1.6","3","5.0","3","1.998","2","1.999","17.895","N/A","0","0","24","62.345","N/A","4","0","24","99.1","N/A","5","5","5","1","5","1","1","5","1","2.534","3.165","6.081","4.235","2.517","3.015","2.951","5.548","7.267","58.546","N/A","26/08/2025 11:10:10","","",""
"A8D5A1N5AY1P","3","1","0.64705882352941","3","0","746F7F","0","1C0808","0","FFFFFF","FFFFFF","FFFFFF","6E5B9C","0","N/A","4","0","15","44.5","3","0","11","18.399","3","0","14","34.816","10","0","40","97.715","N/A","2","7.848","2","64.149","2","13.916","2","16.049","3","25.552","4","4.466","2","60.732","192.712","N/A","2","0","0","21.985","1","2","3","1","5","1","1","2","5","2","1","3","3","0","4.9","1","1.9","1","3.6","1","2.1","1","1.4","2","6.4","20.300","N/A","3","0","24","238.777","N/A","9","0","0","300.0","11","1","1","5","1","5","1","1","1","1","9.319","7.4","15.585","11.982","10.451","9.749","38.482","8.817","8.584","150.047","N/A","26/08/2025 11:09:32","88.462","90.476","17.143"
"N12D7LBZ88EE","3","0","0.64705882352941","2","3","FFE4A1","8","E3A200","2","A80003","643400","B513F6","B500FF","0","N/A","16","5","3","51.747","14","1","0","53.964","12","0","5","0.0","42","6","8","105.711","00","3","9.217","1","7.983","2","7.049","1","16.583","2","5.883","4","5.483","3","25.416","77.614","N/A","2","0","1","18.749","1","3","2","3","4","4","2","3","4","3","1","2","2","1","7.414","1","5.247","2","7.262","2","2.799","2","9.71","2","12.13","44.562","N/A","0","0","24","32.048","N/A","4","0","24","85.28","N/A","5","1","1","1","5","1","5","5","1","5.666","3.716","7.233","4.6","10.55","6.017","8.3","10.467","3.482","82.813","N/A","26/08/2025 11:03:36","42.308","61.905","34.286"
"Y3A9ROJCUNRR","1","0","0.64705882352941","2","1","FFFFFF","9","FFFFFF","0","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","2","1","17","54.764","3","0","11","22.222","3","0","14","13.693","8","1","42","90.679","N/A","2","17.393","1","20.294","4","1.3","2","15.144","1","14.4","4","6.641","1","24.642","99.814","N/A","1","1","1","21.746","1","1","1","3","3","3","1","2","4","2","3","2","3","3","30.217","2","17.259","1","13.975","2","6.186","1","5.823","2","9.34","82.800","N/A","0","0","24","66.509","N/A","3","0","24","124.122","N/A","1","1","1","1","1","5","1","5","1","8.796","7.866","12.529","5.783","5.935","14.132","8.363","13.329","6.882","115.181","N/A","26/08/2025 11:00:52","73.077","66.667","51.429"
"NT31PVPL11F3","1","0","0.58823529411765","1","1","FFFFFF","7","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","1","N/A","","","","","","","","","","","","","0","0","0","0.000","","","","","","","","","","","","","","","","0.000","","","","","","1","3","2","5","5","5","5","5","5","5","5","1","1","","","","","","","","","","","","","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26/08/2025 10:39:29","","",""
"UAVRQMGPWBQN","1","0","0.52941176470588","2","3","FFFFFF","1","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","9.152","3","0","11","7.129","3","0","14","5.915","9","0","41","22.196","N/A","2","5.149","1","7.245","2","7.365","1","14.593","1","7.495","1","4.567","2","12.328","58.742","N/A","1","0","1","21.543","3","1","3","2","3","2","2","1","3","2","2","1","4","1","3.588","2","1.895","1","4.671","0","6.527","1","2.41","2","3.721","22.812","N/A","1","0","24","52.35","N/A","2","0","24","79.422","N/A","1","1","1","1","1","1","1","5","1","4.849","10.577","7.698","5.267","16.494","7.065","17.726","8.461","11.631","117.093","N/A","26/08/2025 10:24:13","73.077","85.714","0.000"
"2YEMWUQKUXN1","1","0","0.52941176470588","1","3","FFFFFF","7","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","19","2","0","62.484","14","0","0","45.368","16","0","1","35.098","49","2","1","142.950","N/A","3","4.349","3","15.033","4","8.497","4","9.15","4","8.886","4","4.784","3","2.599","53.298","N/A","1","1","2","22.886","1","3","2","5","3","4","5","4","5","5","4","2","1","3","8.7","3","2.4","2","3.2","2","3.0","2","2.1","2","3.4","22.800","N/A","0","0","24","43.848","N/A","17","0","24","140.068","N/A","5","5","5","1","5","1","5","5","5","4.786","4.633","12.132","6.433","8.366","10.633","6.3","5.4","7.784","88.348","N/A","26/08/2025 10:20:48","15.385","9.524","45.714"
"N0BI37SH5I7Z","0","0","0.58823529411765","4","0","FFFFFF","8","CFFFE2","2","5F7568","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","18.48","3","0","11","7.034","3","0","14","6.249","9","0","41","31.763","N/A","1","321.13","","0","16.216","","0","10.433","","0","349.061","","0","356.027","687.590","N/A","2","1","2","18.499","2","3","3","1","1","5","4","3","5","5","4","4","3","2","21.648","4","3.716","4","1.048","4","4.15","0","3.283","3","7.616","41.461","N/A","4","0","24","62.096","N/A","14","0","24","132.661","N/A","1","1","5","1","1","5","1","1","5","3.499","7.283","14.033","8.566","7.3","5.982","4.216","3.016","3.066","76.428","N/A","20/08/2025 15:39:59","76.923","57.143","74.286"
"9BWU6DXHKP1G","0","0","0.64705882352941","4","0","FFFFFF","0","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","16","2","-20","119.629","4","0","-1","21.347","0","2","15","0.0","20","4","-6","140.976","10","3","6.696","1","12.191","1","6.921","1","16.341","4","42.698","4","33.237","3","44.791","162.875","N/A","1","0","1","24.833","1","1","3","5","2","4","3","2","3","3","2","1","3","2","10.967","2","12.82","2","6.566","2","7.899","2","4.617","2","6.45","49.319","N/A","0","0","24","36.448","N/A","2","0","24","103.629","N/A","1","1","1","5","1","5","1","1","1","11.35","21.782","21.483","24.699","8.449","5.983","7.733","10.633","6.95","144.426","N/A","20/08/2025 15:29:29","26.923","66.667","62.857"
"A9C1MM241X6I","0","0","0.58823529411765","4","2","FFFFFF","2","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","18","0","-84","77.195","13","0","-62","44.365","16","0","-56","0.0","47","0","-202","121.560","10","2","6.462","4","15.363","1","11.457","2","8.019","1","6.677","4","5.934","2","5.528","59.440","N/A","2","1","1","18.498","2","2","2","2","3","2","3","3","4","3","4","3","2","0","5.697","2","4.997","2","3.398","4","5.598","1","3.5","4","8.296","31.486","N/A","0","0","24","53.813","N/A","0","0","24","103.978","N/A","1","1","1","1","1","1","1","5","5","5.917","16.866","5.149","7.716","7.566","6.95","4.882","5.05","6.15","89.079","N/A","20/08/2025 15:02:23","46.154","66.667","65.714"
"I5H42OWBPQMQ","0","0","0.64705882352941","4","0","FFFFFF","9","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","0","0","-99","5.733","0","0","-60","2.833","0","0","-7","2.0","0","0","-166","10.566","N/A","","","","","","","","","","","","","","","0.000","","1","0","0","18.466","3","1","3","1","1","1","1","1","1","1","1","2","3","0","4.018","1","5.999","0","4.299","0","1.416","0","1.367","1","2.899","19.998","N/A","1","0","24","166.426","N/A","2","0","20","0.0","00","1","1","1","1","1","1","1","1","1","4.9","9.716","7.616","5.349","7.983","6.768","7.599","27.766","5.55","110.93","N/A","20/08/2025 14:59:37","65.385","90.476","14.286"
"TODGGBCSSO18","0","0","0.52941176470588","4","2","FFFFFF","9","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","1","2","-43","28.982","3","0","-19","18.198","3","0","6","9.434","7","2","-56","56.614","N/A","4","5.785","4","13.047","3","17.517","3","20.384","4","5.234","4","6.5","4","5.968","74.435","N/A","2","1","1","29.699","1","1","2","5","5","2","5","3","4","5","3","5","1","4","8.692","4","4.6","2","11.197","2","8.795","4","4.497","2","5.2","42.981","N/A","0","0","24","80.48","N/A","0","0","24","156.825","N/A","5","5","5","5","1","5","5","5","5","6.815","6.851","8.183","11.833","8.315","7.482","10.832","5.551","14.549","106.462","N/A","20/08/2025 14:43:43","19.231","71.429","82.857"
"OXNTEGA7MERH","0","0","0.58823529411765","4","2","FFFFFF","2","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","0","4","12","32.45","3","0","8","11.116","2","1","11","12.999","5","5","31","56.565","N/A","4","1.534","3","7.755","4","4.345","3","5.442","4","3.098","4","12.577","3","7.682","42.433","N/A","2","1","2","25.749","3","3","2","5","5","5","4","5","5","5","5","5","1","4","3.916","4","8.023","4","5.182","4","59.963","4","3.021","4","2.669","82.774","N/A","0","0","24","67.547","N/A","9","0","17","0.0","00","5","5","5","5","5","5","5","5","5","7.483","5.567","11.033","13.083","4.017","10.15","13.1","8.816","17.2","114.611","N/A","20/08/2025 14:37:40","30.769","38.095","80.000"
"OPAO055768NW","0","0","0.52941176470588","4","6","FFFFFF","0","623300","2","C980FF","818181","000000","EBCFFF","0","N/A","16","1","-99","48.214","13","3","-60","51.931","10","1","-7","25.282","39","5","-166","125.427","N/A","2","6.449","2","9.354","3","7.0","2","8.383","2","13.916","3","3.299","4","9.351","57.752","N/A","2","0","1","16.383","1","3","2","5","3","2","3","4","3","3","1","4","1","1","7.433","3","4.116","2","2.965","3","6.599","2","4.399","2","9.214","34.726","N/A","0","0","24","56.681","N/A","1","0","24","105.294","N/A","1","1","5","1","5","5","5","5","1","6.05","5.95","7.833","8.783","11.116","6.066","8.715","6.55","4.1","89.129","N/A","20/08/2025 14:27:26","42.308","52.381","48.571"
"HW9ZE26IW3BZ","0","0","0.58823529411765","4","2","FFFFFF","2","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","17","4","-2","90.345","10","1","3","0.0","0","0","17","0.0","27","5","18","90.345","11","2","11.733","2","14.949","3","10.749","1","17.383","2","7.933","4","5.617","2","5.315","73.679","N/A","1","1","3","18.383","1","1","2","1","5","1","3","1","2","2","1","3","1","0","17.034","1","5.483","1","3.151","0","1.233","1","3.899","0","5.849","36.649","N/A","0","0","24","89.346","N/A","13","0","24","210.574","N/A","1","1","1","1","1","1","1","5","1","5.117","4.367","6.666","6.184","11.483","9.1","6.565","10.383","6.634","95.746","N/A","20/08/2025 14:26:02","50.000","85.714","51.429"
"SD2EKAZENYKZ","0","0","0.52941176470588","4","6","FFFFFF","10","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","3","0","16","12.417","3","0","11","6.416","3","0","14","6.35","9","0","41","25.183","N/A","4","5.553","4","18.917","2","3.917","2","10.205","3","3.927","1","3.784","4","4.204","50.507","N/A","2","1","2","15.949","1","2","2","5","3","5","5","4","4","5","3","3","1","3","6.064","3","3.765","3","1.817","4","2.667","3","2.65","3","3.033","19.996","N/A","1","0","24","63.247","N/A","1","0","24","79.38","N/A","5","5","5","5","5","5","1","5","5","6.482","5.033","7.417","8.249","6.366","10.967","6.016","6.483","3.817","84.48","N/A","20/08/2025 14:20:12","19.231","14.286","68.571"
"9JO4PNNH1QHX","0","0","0.58823529411765","4","3","FFFFFF","1","0E0E0E","2","FFFFFF","FFFFFF","FFFFFF","A70909","5","N/A","5","6","-40","32.016","6","6","-16","40.082","4","1","9","42.048","15","13","-47","114.146","N/A","4","5.546","1","5.388","2","12.34","3","7.381","4","7.762","4","11.444","3","5.261","55.122","N/A","2","2","2","18.433","1","3","2","4","3","4","3","4","4","2","3","1","3","3","7.298","4","6.392","2","8.596","4","4.114","3","8.095","3","4.799","39.294","N/A","0","0","24","73.38","N/A","1","0","24","151.228","N/A","5","5","1","5","1","5","1","5","5","6.082","4.299","8.165","5.601","7.4","4.784","5.583","8.083","5.149","79.663","N/A","20/08/2025 14:10:11","42.308","38.095","51.429"
"A68XT3X9C9IW","0","0","0.58823529411765","4","7","FFFFFF","1","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","3","0","-66","9.45","3","0","-49","7.649","3","0","-40","7.116","9","0","-155","24.215","N/A","2","2.614","1","8.605","2","15.803","2","12.805","3","18.728","4","14.379","3","23.025","95.959","N/A","3","1","1","15.501","2","1","3","1","2","2","2","1","1","1","2","1","4","1","7.695","1","5.499","0","6.798","0","3.298","1","8.094","1","4.098","35.482","N/A","0","0","24","61.614","N/A","1","0","24","97.146","N/A","5","1","1","1","1","1","1","1","1","6.216","8.383","5.884","5.183","12.416","11.083","13.582","7.701","25.049","128.96","N/A","20/08/2025 14:08:52","76.923","80.952","51.429"
"OS6N795INN3S","0","0","0.52941176470588","4","3","FFFFFF","9","7E520A","0","FFFFFF","FFFFFF","D19AE4","9200C7","5","N/A","18","33","-82","76.829","14","38","-44","67.964","3","4","4","0.0","35","75","-122","144.793","01","3","3.731","3","18.949","4","7.967","3","13.783","4","7.083","4","9.849","3","10.718","72.080","N/A","2","2","3","31.316","2","3","2","5","5","5","5","5","5","5","5","5","5","3","6.65","3","11.949","2","10.916","3","10.066","3","9.05","2","8.083","56.714","N/A","1","0","24","70.197","N/A","0","0","24","92.312","N/A","5","5","5","5","5","5","5","1","5","5.767","3.583","8.2","7.132","11.149","4.484","10.9","25.782","4.75","105.729","N/A","20/08/2025 13:55:01","3.846","0.000","62.857"
"A26DOWAIUAE7","0","0","0.52941176470588","4","3","FBF2CC","8","F5FF72","2","898A83","66581F","403B29","B4C6E4","0","N/A","16","28","-31","110.912","0","3","8","5.45","0","0","11","0.849","16","31","-12","117.211","N/A","2","9.311","1","6.044","2","11.035","1","16.599","2","12.772","1","12.503","2","5.282","73.546","N/A","1","0","0","14.8","3","1","3","2","1","1","3","2","3","1","4","1","5","0","4.799","2","5.216","0","3.699","1","5.733","2","2.967","2","2.099","24.513","N/A","1","0","24","88.48","N/A","2","0","24","141.693","N/A","1","1","5","1","1","1","1","1","5","6.8","5.534","11.449","4.6","10.284","4.753","3.5","6.286","4.201","81.049","N/A","20/08/2025 13:18:27","","",""
"BX6HS9LBL3C1","0","0","0.52941176470588","4","2","FFFFFF","5","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","15","14","-63","73.013","6","1","-46","36.832","1","0","-37","8.366","22","15","-146","118.211","N/A","3","0.784","2","1.429","4","1.864","4","23.385","4","2.434","4","9.597","3","8.049","47.542","N/A","2","1","1","19.15","1","1","2","3","3","4","3","3","4","5","2","3","1","1","13.998","2","3.399","2","3.499","1","6.095","3","4.097","4","4.299","35.387","N/A","0","0","24","59.663","N/A","1","0","24","164.459","N/A","1","5","5","1","5","5","1","5","1","8.233","9.499","10.583","4.783","5.05","8.433","9.532","7.833","6.567","92.313","N/A","20/08/2025 13:17:17","73.077","66.667","42.857"
"A0T4VMF01DMD","0","0","0.58823529411765","4","2","D7A166","2","2F200F","2","A673C4","13162B","526B7A","19252D","2","N/A","12","2","-10","55.847","12","0","-7","42.531","14","0","-8","40.565","38","2","-25","138.943","N/A","2","10.318","1","7.396","1","19.653","2","18.942","1","46.184","1","7.466","2","53.644","163.603","N/A","1","1","1","38.798","1","2","2","1","2","2","1","1","2","1","2","1","3","0","8.349","4","18.049","1","12.432","0","5.883","0","6.515","1","6.949","58.177","N/A","3","0","24","49.281","N/A","2","0","24","122.794","N/A","1","1","5","1","1","1","1","1","1","9.683","9.983","13.35","6.8","12.032","10.899","10.867","13.832","9.599","121.061","N/A","20/08/2025 13:13:19","88.462","100.000","65.714"
"68FLE9OFSN7S","0","0","0.58823529411765","4","2","FFFFFF","2","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","13","10","-29","0.0","0","0","-4","0.0","0","0","14","0.0","13","10","-19","0.000","11","2","6.611","1","6.665","2","18.517","1","8.549","1","18.601","1","16.682","1","13.586","89.211","N/A","2","1","2","70.064","1","1","3","1","3","1","2","1","3","1","2","3","3","2","45.288","3","27.392","1","13.798","1","26.693","1","11.798","2","8.496","133.465","N/A","1","0","24","87.363","N/A","0","0","24","124.311","N/A","1","5","1","5","5","1","1","5","1","10.416","8.35","12.766","8.383","9.949","8.034","10.8","6.083","17.132","121.643","N/A","20/08/2025 11:48:15","34.615","85.714","54.286"
"T1JV5X4B0W22","0","0","0.58823529411765","4","2","FFFFFF","6","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","1","N/A","4","2","13","33.182","2","1","11","11.966","0","6","11","29.515","6","9","35","74.663","N/A","3","1.694","2","5.303","3","21.919","4","11.361","2","5.338","4","10.709","3","6.319","62.643","N/A","2","1","2","33.516","2","3","2","4","2","1","5","1","4","1","1","1","3","3","11.632","2","5.966","2","9.215","2","6.215","2","5.183","2","3.583","41.794","N/A","0","0","24","78.347","N/A","4","0","2","0.0","01","1","1","1","5","5","5","5","5","1","7.0","8.75","9.484","7.117","9.15","14.834","10.982","7.233","19.232","119.644","N/A","20/08/2025 11:34:24","23.077","52.381","74.286"
"TG6B5LFKOJVN","0","0","0.58823529411765","4","3","FFFFFF","6","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","7","N/A","19","34","-34","64.263","14","39","-39","32.566","17","36","-36","42.547","50","109","-109","139.376","N/A","3","12.283","2","13.717","2","10.099","2","7.084","2","9.416","1","10.466","4","13.282","76.347","N/A","2","1","1","21.199","1","2","2","3","3","2","2","3","3","3","3","1","2","2","7.399","2","5.098","1","6.098","2","3.099","1","3.699","1","8.097","33.490","N/A","0","0","24","33.915","N/A","3","0","24","138.094","N/A","5","1","1","1","1","1","1","5","1","5.45","5.0","16.399","5.917","9.416","6.816","6.534","9.733","6.034","93.112","N/A","20/08/2025 11:26:20","42.308","71.429","54.286"
"DFM3N23RGKQ3","0","0","0.82352941176471","4","3","FFFFFF","7","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","5","N/A","15","5","-6","73.714","13","2","-4","0.0","0","0","14","0.0","28","7","4","73.714","00","","","","","","","","","","","","","","","0.000","","1","1","2","27.316","2","3","2","4","5","3","4","2","4","5","5","4","3","2","9.041","4","4.011","2","7.613","4","4.497","3","7.48","3","6.112","38.754","N/A","0","0","24","71.896","N/A","0","0","24","117.161","N/A","1","5","5","5","5","5","5","5","5","11.249","11.55","7.015","3.967","7.084","9.133","11.233","6.282","6.133","99.279","N/A","20/08/2025 11:06:01","15.385","4.762","74.286"
"VT6KI6ZCA1SE","0","0","0.41176470588235","4","2","FFDDA4","5","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","0","N/A","13","2","4","61.1","9","0","5","61.197","10","1","6","0.0","32","3","15","122.297","00","2","13.54","1","7.729","2","6.044","2","35.039","1","6.212","4","37.418","3","8.343","114.325","N/A","2","1","1","22.716","2","2","2","3","4","3","2","3","5","4","3","5","3","2","16.665","4","3.984","2","8.58","4","6.617","2","13.066","4","23.038","71.950","N/A","1","0","24","50.548","N/A","0","0","24","91.112","N/A","1","5","5","5","1","5","1","5","1","11.499","5.2","5.351","6.584","15.299","18.749","7.35","5.534","36.799","136.344","N/A","20/08/2025 11:05:12","19.231","14.286","48.571"
"A62Z897XA5PQ","0","0","0.41176470588235","4","2","FFFFFF","2","FFFFFF","1","FFFFFF","FFFFFF","FFFFFF","FFFFFF","2","N/A","3","0","16","10.216","2","1","11","5.516","3","0","14","8.367","8","1","41","24.099","N/A","","","","","","","","","","","","","","","0.000","","2","1","1","13.217","1","2","2","4","5","3","2","3","4","3","3","4","3","2","0.5","2","0.0","1","1.397","2","0.0","2","0.0","2","1.699","3.596","N/A","6","0","24","80.245","N/A","4","0","24","116.611","N/A","5","5","5","5","5","1","1","5","5","4.717","5.415","6.084","3.416","8.533","5.733","6.248","6.333","4.314","71.724","N/A","20/08/2025 10:38:44","19.231","23.810","94.286"
"3C9T0205RJ7I","0","0","0.47058823529412","4","3","FFFFFF","7","FFFFFF","2","FFFFFF","FFFFFF","FFFFFF","FFFFFF","7","N/A","3","2","14","26.432","3","0","11","8.417","3","0","14","7.683","9","2","39","42.532","N/A","3","3.443","1","3.714","2","14.347","2","7.397","1","3.547","2","1.834","4","4.002","38.284","N/A","0","0","1","29.899","1","3","3","1","2","1","2","1","3","2","2","1","5","0","4.832","2","7.599","1","2.982","0","1.1","1","3.116","1","2.933","22.562","N/A","0","0","24","53.497","N/A","3","0","24","214.873","N/A","5","5","1","1","1","1","5","5","1","4.849","12.333","5.116","4.217","4.249","6.549","4.517","19.1","3.849","88.446","N/A","20/08/2025 10:25:43","38.462","85.714","37.143"
"WN2TYZWS61DE","0","0","0.35294117647059","4","4","FFFFFF","2","FFFFFF","2","00FF2B","FFFFFF","FFFFFF","FFFFFF","0","N/A","17","1","1","70.912","12","1","1","43.091","11","1","5","36.598","40","3","7","150.601","N/A","3","6.66","","0","305.988","","0","15.951","","0","310.534","","0","21.812","44.423","N/A","2","2","2","10.706","1","2","2","4","3","5","4","4","5","5","4","2","1","2","1.749","3","2.964","3","2.597","4","3.856","3","5.409","3","2.696","19.271","N/A","0","0","24","43.274","N/A","1","0","24","62.106","N/A","5","5","5","5","5","1","1","5","1","5.095","8.425","5.258","2.415","4.362","5.877","6.559","11.106","5.411","79.072","N/A","19/08/2025 16:19:55","","",""
