Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3
F1LGNT11I7UV,0,0,0.29411764705882354,4,3,FFFFFF,6,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,4,0,15,20.432,9,4,5,36.931,6,11,11,26.649,19,15,31,84.012,,4.0,19.433,3.0,13.149,4.0,9.417,4.0,41.913,3.0,6.883,4.0,10.327,4.0,12.389,113.511,,2,1,1,33.765,2,3,2,4,5,5,4,5,5,5,5,5,1,4,10.378,4,5.091,4,7.873,3,6.242,4,5.926,3,3.999,39.509,,0.0,0.0,24.0,120.427,,0.0,0.0,24.0,174.542,,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,6.566,12.616,11.349,16.349,9.231,9.35,15.416,13.315,11.016,136.209,,02/09/2025 11:15:10,11.538,19.048,60.0
MX6QCAB9CTBP,0,0,0.35294117647058826,4,3,F0CF85,8,FFFFFF,2,FFFFFF,0023FF,FFFFFF,2000FF,5,,0,0,19,4.4,0,0,14,2.4,0,0,17,3.067,0,0,50,9.867,,4.0,50.364,4.0,7.032,4.0,3.2,4.0,51.481,4.0,8.633,4.0,3.266,4.0,13.8,137.776,,1,2,3,15.648,2,3,2,5,5,5,5,5,5,5,5,5,1,4,6.17,4,1.506,4,0.502,4,0.339,4,1.7,4,0.461,10.678,,1.0,0.0,24.0,58.23,,7.0,0.0,24.0,94.447,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.65,2.433,4.184,5.716,5.117,5.05,4.583,9.748,4.3,67.347,,02/09/2025 11:00:27,3.846,4.762,77.143
2E3CPEZXP1D0,0,0,0.35294117647058826,4,4,FFC394,8,BE7237,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,1,2,18,46.579,0,3,14,24.845,1,2,16,18.798,2,7,48,90.222,,3.0,2.829,3.0,42.277,1.0,16.167,3.0,6.024,4.0,7.342,4.0,6.395,4.0,17.483,98.517,,2,1,1,29.19,2,2,2,4,4,4,5,4,4,4,4,5,5,3,7.8,2,5.3,2,3.8,3,4.5,3,6.6,2,7.4,35.4,,2.0,0.0,24.0,74.482,,2.0,0.0,24.0,118.199,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.33,3.38,3.997,4.563,4.116,6.164,9.858,9.244,7.244,74.314,,02/09/2025 10:54:05,26.923,28.571,42.857
Z1K23RRTVJXY,0,0,0.29411764705882354,4,2,FFE4B5,7,0036FF,1,FFFFFF,000000,2200E5,4A4B4C,0,,3,0,16,19.88,3,0,11,13.499,3,0,14,11.05,9,0,41,44.429,,-1.0,-1.0,2.0,8.183,-1.0,-1.0,2.0,27.349,2.0,12.583,-1.0,-1.0,1.0,22.182,67.297,1.0,1,1,1,25.715,2,1,2,2,3,3,2,3,3,3,3,2,2,2,20.965,2,8.943,2,4.097,2,4.465,2,5.67,2,4.13,48.27,,0.0,0.0,24.0,59.498,,2.0,0.0,24.0,106.145,,1.0,5.0,1.0,5.0,-1.0,-1.0,1.0,1.0,-1.0,5.882,34.565,23.582,20.598,,,35.565,26.416,,180.0,0.0,02/09/2025 10:53:02,19.231,19.048,25.714
9BKFAYB3NAQ7,0,0,0.35294117647058826,4,5,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,3,,1,2,18,9.416,2,1,12,5.55,1,2,16,6.083,4,5,46,21.049,,3.0,3.149,3.0,6.3,4.0,16.199,4.0,11.367,4.0,2.783,4.0,10.233,3.0,5.616,55.647,,3,1,3,22.032,1,3,2,3,5,3,5,4,5,5,3,1,1,2,8.4,4,2.5,4,2.8,3,2.6,4,3.1,3,4.1,23.5,,2.0,0.0,24.0,69.03,,1.0,0.0,24.0,137.96,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,7.384,8.199,13.814,10.783,6.133,28.599,28.916,10.433,5.333,146.41,,02/09/2025 10:47:44,38.462,80.952,77.143
ZTFARHAP1YMZ,0,0,0.35294117647058826,4,2,EED284,3,1D1706,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,4,4,15,36.902,5,12,9,45.215,4,4,13,43.847,13,20,37,125.964,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,13.716,-1.0,-1.0,1.0,55.346,64.062,10.0,2,1,0,20.933,1,3,2,5,3,3,4,4,3,4,3,3,1,4,14.718,2,7.966,2,6.648,2,7.699,1,4.144,2,7.634,48.809,,1.0,0.0,24.0,102.694,,4.0,0.0,24.0,180.074,,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,6.933,7.833,7.883,8.798,9.298,8.966,11.515,7.915,11.883,105.411,,02/09/2025 10:44:52,11.538,42.857,65.714
X8NSD6SHSDGA,0,0,0.35294117647058826,4,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,3,0,16,16.616,3,0,11,13.881,3,0,14,12.416,9,0,41,42.913,,4.0,1.784,4.0,9.383,4.0,11.049,4.0,20.116,4.0,9.016,4.0,6.683,4.0,6.916,64.947,,2,1,1,16.7,1,3,2,5,5,5,5,5,5,5,5,5,1,4,4.297,4,4.448,4,2.065,3,1.332,4,2.65,3,3.615,18.407,,1.0,0.0,24.0,72.695,,4.0,0.0,24.0,164.359,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.267,3.6,2.95,3.068,2.517,2.566,2.033,3.967,2.034,46.781,,02/09/2025 10:37:56,7.692,9.524,85.714
QIOOGDQS8KCI,3,0,0.5882352941176471,1,4,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,2,4,17,81.746,3,0,11,13.932,3,0,14,17.917,8,4,42,113.595,,3.0,6.116,3.0,20.683,3.0,13.999,4.0,5.766,3.0,7.783,4.0,9.183,3.0,5.65,69.18,,2,1,1,19.499,1,2,2,5,5,5,4,5,4,4,4,2,1,3,11.3,2,12.8,3,12.4,3,5.4,3,8.1,2,1.4,51.4,,0.0,0.0,24.0,52.946,,1.0,0.0,24.0,115.528,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.264,3.399,7.239,3.717,4.116,5.883,5.015,5.9,6.232,72.03,,26/08/2025 14:27:28,23.077,23.81,62.857
WTBT78W69QYE,3,0,0.4117647058823529,4,2,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,3,0,16,11.399,3,0,11,6.532,3,0,14,6.65,9,0,41,24.581,,2.0,24.171,2.0,20.115,2.0,14.199,1.0,8.466,1.0,8.701,1.0,18.916,1.0,3.083,97.651,,1,0,0,18.484,1,2,2,1,2,2,3,4,4,2,3,3,4,1,3.084,1,2.546,1,3.641,1,5.223,1,0.831,1,1.729,17.054,,1.0,0.0,24.0,56.715,,4.0,0.0,24.0,88.162,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.231,2.517,4.4,6.416,7.882,4.298,3.682,6.25,6.782,69.28,,26/08/2025 14:24:21,42.308,52.381,45.714
K6J30VGKQM0W,4,0,0.5294117647058824,0,2,FFFFFF,7,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,19,0,0,55.897,14,1,0,53.331,11,1,6,38.016,44,2,6,147.244,,3.0,6.299,3.0,12.883,1.0,4.633,4.0,4.15,3.0,8.433,3.0,5.934,1.0,44.647,86.979,,3,2,3,27.948,2,2,2,5,1,5,2,2,3,2,1,1,3,4,10.6,2,6.899,2,2.8,4,9.7,3,11.7,1,31.875,73.574,,2.0,0.0,24.0,50.465,,0.0,0.0,24.0,71.63,,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.466,3.466,5.1,5.316,6.149,5.834,5.966,8.032,5.198,70.063,,26/08/2025 14:18:10,15.385,28.571,54.286
2YH0X7SKNSAD,3,0,0.5882352941176471,1,2,FFFFFF,2,FFFFFF,1,FFFFFF,000000,7F7F7F,5678CD,0,,18,8,1,92.162,12,5,2,0.0,0,0,17,0.0,30,13,20,92.162,0.0,2.0,6.833,2.0,4.417,2.0,5.05,4.0,9.449,1.0,6.083,4.0,10.316,3.0,73.697,115.845,,1,0,1,18.065,3,1,2,2,3,2,3,2,4,4,2,2,4,1,6.883,2,2.763,1,4.8,2,5.467,2,2.046,1,3.399,25.358,,0.0,0.0,24.0,51.331,,0.0,0.0,24.0,81.596,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,6.982,7.916,8.768,11.532,10.3,8.084,7.666,5.25,6.216,94.229,,26/08/2025 14:10:36,42.308,57.143,25.714
MB3FOZS3ZDH1,3,0,0.4117647058823529,4,3,F6D592,7,594C32,2,FFFFFF,FFFFFF,FFFFFF,070704,0,,18,1,1,66.514,11,0,3,49.347,11,0,6,0.0,40,1,10,115.861,0.0,3.0,1.45,4.0,17.149,3.0,16.082,2.0,4.051,3.0,11.099,3.0,9.517,2.0,4.445,63.793,,2,1,0,31.032,1,3,2,4,3,4,3,4,4,4,2,2,1,1,7.383,2,4.188,2,10.7,3,2.143,2,2.254,2,5.699,32.367,,1.0,0.0,24.0,54.631,,5.0,0.0,24.0,116.295,,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.067,3.65,7.15,4.283,5.017,7.982,5.833,6.115,7.967,73.217,,26/08/2025 12:16:10,23.077,33.333,60.0
8B9WZQSMYUFX,3,0,0.47058823529411764,2,2,FFFFFF,9,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,4,0,15,26.631,0,3,14,20.566,3,0,14,14.433,7,3,43,61.63,,2.0,34.381,1.0,24.682,3.0,10.083,2.0,18.516,3.0,8.45,4.0,11.548,3.0,14.417,122.077,,2,1,1,31.982,1,2,2,5,5,5,5,1,2,3,5,5,5,1,9.114,0,3.632,2,2.198,0,1.332,1,7.032,3,7.596,30.904,,4.0,0.0,24.0,84.496,,2.0,0.0,24.0,120.277,,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.333,8.149,9.4,13.382,10.4,14.466,14.383,9.432,12.517,125.111,,26/08/2025 12:03:50,53.846,61.905,45.714
NO8JX88TRODG,3,0,0.47058823529411764,3,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,3,1,16,29.765,3,0,11,14.166,3,0,14,10.4,9,1,41,54.331,,2.0,19.049,1.0,13.415,2.0,9.716,2.0,7.1,3.0,8.116,3.0,3.967,2.0,37.549,98.912,,1,1,1,24.816,1,2,3,2,2,1,3,3,3,2,3,1,5,1,4.376,1,2.445,1,0.732,1,1.915,1,2.016,1,1.165,12.649,,2.0,0.0,24.0,71.247,,1.0,0.0,24.0,120.478,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.549,11.183,4.75,5.733,5.499,6.833,4.433,6.867,6.317,82.113,,26/08/2025 12:03:39,53.846,42.857,48.571
FR8LYMFEAWS2,4,0,0.7058823529411765,3,3,FFFFFF,4,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,20.799,3,0,11,6.766,3,0,14,6.85,9,0,41,34.415,,3.0,10.783,3.0,1.701,4.0,9.116,1.0,11.449,1.0,11.399,4.0,6.249,2.0,8.617,59.314,,2,1,2,27.581,1,2,2,3,2,3,2,2,2,2,3,3,2,2,3.8,2,4.1,2,4.0,2,5.5,1,2.4,2,3.1,22.9,,1.0,0.0,24.0,50.981,,5.0,0.0,24.0,76.847,,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,7.366,6.783,6.017,6.683,13.95,9.883,6.349,6.317,5.199,90.164,,26/08/2025 11:58:46,15.385,42.857,37.143
VADVPB0AT3PN,3,0,0.5882352941176471,1,2,C37F52,6,311A0B,2,FD007A,6E4222,E880A3,D57696,2,,17,27,2,84.73,6,23,8,51.281,6,13,11,0.0,29,63,21,136.011,10.0,4.0,1.549,3.0,18.566,2.0,13.066,3.0,14.116,3.0,4.917,4.0,8.433,4.0,7.266,67.913,,1,1,1,26.882,1,3,2,5,5,5,5,5,5,5,5,1,1,3,8.7,4,5.4,3,4.4,3,11.6,3,3.3,3,3.7,37.1,,0.0,0.0,24.0,58.881,,5.0,0.0,24.0,115.594,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.751,4.716,10.666,12.548,9.867,11.433,8.867,7.5,10.431,106.412,,26/08/2025 11:52:00,19.231,42.857,82.857
TNH37BEZASOJ,4,3,0.7058823529411765,2,3,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,14,11,5,107.297,5,11,9,0.0,0,0,17,0.0,19,22,31,107.297,0.0,2.0,14.896,1.0,17.212,3.0,45.935,2.0,8.329,1.0,27.643,4.0,103.562,3.0,17.274,234.851,,3,1,2,35.153,2,2,2,5,2,4,5,2,2,1,1,1,1,1,6.941,0,7.288,4,6.286,1,9.14,1,6.553,1,8.005,44.213,,3.0,0.0,24.0,70.959,,7.0,0.0,24.0,153.891,,5.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,17.363,8.882,9.433,9.966,16.662,12.465,7.864,20.98,19.631,149.584,,26/08/2025 11:50:52,61.538,85.714,31.429
7CJPD6ATH0TS,1,0,0.5882352941176471,1,2,F19D5F,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,6,6,13,45.297,0,9,14,37.771,3,6,14,29.825,9,21,41,112.893,,4.0,18.531,3.0,18.018,1.0,10.73,4.0,14.737,4.0,7.449,4.0,8.045,4.0,17.726,95.236,,2,2,1,27.569,2,3,2,5,5,5,5,5,5,5,5,5,3,4,3.896,4,2.598,2,3.299,4,1.297,3,2.495,4,2.199,15.784,,0.0,0.0,24.0,91.885,,22.0,0.0,10.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,10.448,7.831,8.517,6.585,5.847,10.263,8.564,9.349,10.148,106.528,,26/08/2025 11:35:04,23.077,47.619,85.714
RL1BDEAQUD25,1,0,0.6470588235294118,3,2,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,,2,0,17,12.316,3,0,11,14.099,3,0,14,9.666,8,0,42,36.081,,4.0,1.967,3.0,6.549,4.0,6.366,4.0,10.266,3.0,5.0,3.0,9.283,4.0,7.649,47.08,,2,2,1,12.084,2,3,2,5,5,5,5,4,4,5,4,4,1,2,11.612,2,6.016,2,5.532,3,5.125,2,2.233,3,2.829,33.347,,0.0,0.0,24.0,46.432,,2.0,0.0,24.0,93.995,,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.451,5.8,5.517,12.267,4.25,9.1,3.7,5.083,6.667,81.196,,26/08/2025 11:32:52,11.538,52.381,57.143
YQMIUAXNY70S,1,0,0.5882352941176471,3,4,F3D080,2,704B26,2,FF0808,6C431B,3B3B3B,C9C1B5,0,,1,0,18,9.449,3,0,11,10.268,3,0,14,21.281,7,0,43,40.998,,3.0,17.381,3.0,7.583,4.0,5.133,3.0,22.415,3.0,8.084,4.0,7.183,3.0,4.799,72.578,,2,1,2,33.531,1,3,2,5,4,3,3,4,5,5,4,5,1,2,19.914,4,6.674,3,5.383,4,6.373,3,4.798,4,2.207,45.349,,0.0,0.0,24.0,61.029,,1.0,0.0,24.0,104.446,,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,4.949,4.883,6.766,11.95,11.132,5.367,11.5,6.782,4.834,96.179,,26/08/2025 11:31:24,26.923,42.857,77.143
7J5ZV0VHHTOH,3,0,0.6470588235294118,1,3,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,5,2,14,44.73,3,0,11,11.4,3,0,14,10.149,11,2,39,66.279,,2.0,25.615,2.0,6.566,2.0,8.516,2.0,5.751,1.0,7.766,4.0,6.816,1.0,10.333,71.363,,3,0,1,20.432,3,2,3,2,3,1,1,1,5,1,2,1,1,0,4.1,2,3.3,1,2.1,2,3.0,1,5.0,2,2.5,20.0,,2.0,0.0,24.0,64.63,,2.0,0.0,24.0,88.129,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.8,6.733,5.199,4.4,6.5,4.766,4.734,4.9,4.783,71.863,,26/08/2025 11:24:50,92.308,90.476,31.429
A8D5A1N5AY1P,3,1,0.6470588235294118,3,0,746F7F,0,1C0808,0,FFFFFF,FFFFFF,FFFFFF,6E5B9C,0,,4,0,15,44.5,3,0,11,18.399,3,0,14,34.816,10,0,40,97.715,,2.0,7.848,2.0,64.149,2.0,13.916,2.0,16.049,3.0,25.552,4.0,4.466,2.0,60.732,192.712,,2,0,0,21.985,1,2,3,1,5,1,1,2,5,2,1,3,3,0,4.9,1,1.9,1,3.6,1,2.1,1,1.4,2,6.4,20.3,,3.0,0.0,24.0,238.777,,9.0,0.0,0.0,300.0,11.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,9.319,7.4,15.585,11.982,10.451,9.749,38.482,8.817,8.584,150.047,,26/08/2025 11:09:32,88.462,90.476,17.143
N12D7LBZ88EE,3,0,0.6470588235294118,2,3,FFE4A1,8,E3A200,2,A80003,643400,B513F6,B500FF,0,,16,5,3,51.747,14,1,0,53.964,12,0,5,0.0,42,6,8,105.711,0.0,3.0,9.217,1.0,7.983,2.0,7.049,1.0,16.583,2.0,5.883,4.0,5.483,3.0,25.416,77.614,,2,0,1,18.749,1,3,2,3,4,4,2,3,4,3,1,2,2,1,7.414,1,5.247,2,7.262,2,2.799,2,9.71,2,12.13,44.562,,0.0,0.0,24.0,32.048,,4.0,0.0,24.0,85.28,,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.666,3.716,7.233,4.6,10.55,6.017,8.3,10.467,3.482,82.813,,26/08/2025 11:03:36,42.308,61.905,34.286
Y3A9ROJCUNRR,1,0,0.6470588235294118,2,1,FFFFFF,9,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,2,1,17,54.764,3,0,11,22.222,3,0,14,13.693,8,1,42,90.679,,2.0,17.393,1.0,20.294,4.0,1.3,2.0,15.144,1.0,14.4,4.0,6.641,1.0,24.642,99.814,,1,1,1,21.746,1,1,1,3,3,3,1,2,4,2,3,2,3,3,30.217,2,17.259,1,13.975,2,6.186,1,5.823,2,9.34,82.8,,0.0,0.0,24.0,66.509,,3.0,0.0,24.0,124.122,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,8.796,7.866,12.529,5.783,5.935,14.132,8.363,13.329,6.882,115.181,,26/08/2025 11:00:52,73.077,66.667,51.429
UAVRQMGPWBQN,1,0,0.5294117647058824,2,3,FFFFFF,1,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,9.152,3,0,11,7.129,3,0,14,5.915,9,0,41,22.196,,2.0,5.149,1.0,7.245,2.0,7.365,1.0,14.593,1.0,7.495,1.0,4.567,2.0,12.328,58.742,,1,0,1,21.543,3,1,3,2,3,2,2,1,3,2,2,1,4,1,3.588,2,1.895,1,4.671,0,6.527,1,2.41,2,3.721,22.812,,1.0,0.0,24.0,52.35,,2.0,0.0,24.0,79.422,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.849,10.577,7.698,5.267,16.494,7.065,17.726,8.461,11.631,117.093,,26/08/2025 10:24:13,73.077,85.714,0.0
2YEMWUQKUXN1,1,0,0.5294117647058824,1,3,FFFFFF,7,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,19,2,0,62.484,14,0,0,45.368,16,0,1,35.098,49,2,1,142.95,,3.0,4.349,3.0,15.033,4.0,8.497,4.0,9.15,4.0,8.886,4.0,4.784,3.0,2.599,53.298,,1,1,2,22.886,1,3,2,5,3,4,5,4,5,5,4,2,1,3,8.7,3,2.4,2,3.2,2,3.0,2,2.1,2,3.4,22.8,,0.0,0.0,24.0,43.848,,17.0,0.0,24.0,140.068,,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.786,4.633,12.132,6.433,8.366,10.633,6.3,5.4,7.784,88.348,,26/08/2025 10:20:48,15.385,9.524,45.714
N0BI37SH5I7Z,0,0,0.5882352941176471,4,0,FFFFFF,8,CFFFE2,2,5F7568,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,18.48,3,0,11,7.034,3,0,14,6.249,9,0,41,31.763,,1.0,321.13,,,,,,,,,,,,,687.59,,2,1,2,18.499,2,3,3,1,1,5,4,3,5,5,4,4,3,2,21.648,4,3.716,4,1.048,4,4.15,0,3.283,3,7.616,41.461,,4.0,0.0,24.0,62.096,,14.0,0.0,24.0,132.661,,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,3.499,7.283,14.033,8.566,7.3,5.982,4.216,3.016,3.066,76.428,,20/08/2025 15:39:59,76.923,57.143,74.286
9BWU6DXHKP1G,0,0,0.6470588235294118,4,0,FFFFFF,0,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,16,2,3,119.629,4,0,10,21.347,0,2,17,0.0,20,4,30,140.976,10.0,3.0,6.696,1.0,12.191,1.0,6.921,1.0,16.341,4.0,42.698,4.0,33.237,3.0,44.791,162.875,,1,0,1,24.833,1,1,3,5,2,4,3,2,3,3,2,1,3,2,10.967,2,12.82,2,6.566,2,7.899,2,4.617,2,6.45,49.319,,0.0,0.0,24.0,36.448,,2.0,0.0,24.0,103.629,,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,11.35,21.782,21.483,24.699,8.449,5.983,7.733,10.633,6.95,144.426,,20/08/2025 15:29:29,26.923,66.667,62.857
A9C1MM241X6I,0,0,0.5882352941176471,4,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,18,0,1,77.195,13,0,1,44.365,16,0,1,0.0,47,0,3,121.56,10.0,2.0,6.462,4.0,15.363,1.0,11.457,2.0,8.019,1.0,6.677,4.0,5.934,2.0,5.528,59.44,,2,1,1,18.498,2,2,2,2,3,2,3,3,4,3,4,3,2,0,5.697,2,4.997,2,3.398,4,5.598,1,3.5,4,8.296,31.486,,0.0,0.0,24.0,53.813,,0.0,0.0,24.0,103.978,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.917,16.866,5.149,7.716,7.566,6.95,4.882,5.05,6.15,89.079,,20/08/2025 15:02:23,46.154,66.667,65.714
I5H42OWBPQMQ,0,0,0.6470588235294118,4,0,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,0,0,19,5.733,0,0,14,2.833,0,0,17,2.0,0,0,50,10.566,,,,,,,,,,,,,,,,0.0,,1,0,0,18.466,3,1,3,1,1,1,1,1,1,1,1,2,3,0,4.018,1,5.999,0,4.299,0,1.416,0,1.367,1,2.899,19.998,,1.0,0.0,24.0,166.426,,2.0,0.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.9,9.716,7.616,5.349,7.983,6.768,7.599,27.766,5.55,110.93,,20/08/2025 14:59:37,65.385,90.476,14.286
TODGGBCSSO18,0,0,0.5294117647058824,4,2,FFFFFF,9,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,1,2,18,28.982,3,0,11,18.198,3,0,14,9.434,7,2,43,56.614,,4.0,5.785,4.0,13.047,3.0,17.517,3.0,20.384,4.0,5.234,4.0,6.5,4.0,5.968,74.435,,2,1,1,29.699,1,1,2,5,5,2,5,3,4,5,3,5,1,4,8.692,4,4.6,2,11.197,2,8.795,4,4.497,2,5.2,42.981,,0.0,0.0,24.0,80.48,,0.0,0.0,24.0,156.825,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,6.815,6.851,8.183,11.833,8.315,7.482,10.832,5.551,14.549,106.462,,20/08/2025 14:43:43,19.231,71.429,82.857
OXNTEGA7MERH,0,0,0.5882352941176471,4,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,0,4,19,32.45,3,0,11,11.116,2,1,15,12.999,5,5,45,56.565,,4.0,1.534,3.0,7.755,4.0,4.345,3.0,5.442,4.0,3.098,4.0,12.577,3.0,7.682,42.433,,2,1,2,25.749,3,3,2,5,5,5,4,5,5,5,5,5,1,4,3.916,4,8.023,4,5.182,4,59.963,4,3.021,4,2.669,82.774,,0.0,0.0,24.0,67.547,,9.0,0.0,17.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.483,5.567,11.033,13.083,4.017,10.15,13.1,8.816,17.2,114.611,,20/08/2025 14:37:40,30.769,38.095,80.0
OPAO055768NW,0,0,0.5294117647058824,4,6,FFFFFF,0,623300,2,C980FF,818181,000000,EBCFFF,0,,16,1,3,48.214,13,3,1,51.931,10,1,7,25.282,39,5,11,125.427,,2.0,6.449,2.0,9.354,3.0,7.0,2.0,8.383,2.0,13.916,3.0,3.299,4.0,9.351,57.752,,2,0,1,16.383,1,3,2,5,3,2,3,4,3,3,1,4,1,1,7.433,3,4.116,2,2.965,3,6.599,2,4.399,2,9.214,34.726,,0.0,0.0,24.0,56.681,,1.0,0.0,24.0,105.294,,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,6.05,5.95,7.833,8.783,11.116,6.066,8.715,6.55,4.1,89.129,,20/08/2025 14:27:26,42.308,52.381,48.571
HW9ZE26IW3BZ,0,0,0.5882352941176471,4,2,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,17,4,2,90.345,10,1,4,0.0,0,0,17,0.0,27,5,23,90.345,11.0,2.0,11.733,2.0,14.949,3.0,10.749,1.0,17.383,2.0,7.933,4.0,5.617,2.0,5.315,73.679,,1,1,3,18.383,1,1,2,1,5,1,3,1,2,2,1,3,1,0,17.034,1,5.483,1,3.151,0,1.233,1,3.899,0,5.849,36.649,,0.0,0.0,24.0,89.346,,13.0,0.0,24.0,210.574,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.117,4.367,6.666,6.184,11.483,9.1,6.565,10.383,6.634,95.746,,20/08/2025 14:26:02,50.0,85.714,51.429
