Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,Data/Hora Último,Target1,Target2,Target3,cluster,Target1_Previsto,Target2_Previsto,Target3_Previsto
G6J8C0CDM3T5,1,1,0.47058823529412,4,4,FFFFFF,3,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,1.0,16.0,20.616,3.0,0.0,11.0,19.215,2.0,1.0,15.0,8.617,8,2,42,48.448,3.0,8.233,4.0,11.199,1,26.332,4.0,16.116,3.0,9.633,1,4.416,2.0,6.6,82.529,1.0,2.0,2.0,2.0,31.294,1,3,2,5,4,3,4,5,5,3,2,1,1,2.0,17.333,2.0,4.298,2.0,6.316,3.0,3.365,2.0,4.999,3.0,5.131,41.442,0.0,2.0,0.0,24.0,61.313,0.0,5.0,0.0,24.0,164.66,5.5,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.383,6.051,8.417,6.083,6.283,9.182,7.749,7.284,6.899,83.328,03/09/2025 11:22:26,57.692,52.381,51.429,2,54.2598783624246,53.24645496117558,52.67178770585328
R6GYK9DN29MY,3,0,0.47058823529412,3,3,000000,12,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,14.0,0.0,5.0,54.446,6.0,0.0,8.0,26.982,5.0,6.0,12.0,21.115,25,6,25,102.543,4.0,5.483,4.0,14.249,4,18.549,4.0,33.499,4.0,16.599,4,7.883,3.0,9.016,105.278,1.0,2.0,1.0,1.0,27.415,1,3,2,5,5,5,5,5,5,5,5,5,1,4.0,5.3,4.0,3.7,4.0,2.5,3.0,1.8,4.0,2.1,3.0,2.0,17.4,0.0,1.0,0.0,24.0,67.53,0.0,2.0,0.0,24.0,121.628,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.049,7.35,8.466,3.748,4.981,6.881,7.566,8.616,8.716,88.396,03/09/2025 11:20:18,3.846,0.0,77.143,2,5.806636872680055,5.51356482278886,78.62659268024638
VWZNZDLVEZTS,1,0,0.52941176470588,1,1,C09360,11,000000,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,3.0,0.0,16.0,17.805,3.0,0.0,11.0,10.266,3.0,0.0,14.0,14.1,9,0,41,42.171,2.0,18.781,3.0,14.099,4,2.7,3.0,21.966,3.0,12.583,4,15.016,4.0,10.499,95.644,1.0,2.0,2.0,1.0,35.682,1,3,2,5,5,3,4,5,5,5,5,5,1,4.0,4.015,4.0,3.232,2.0,7.893,4.0,4.431,3.0,7.266,3.0,1.547,28.384,0.0,1.0,0.0,24.0,56.348,0.0,0.0,0.0,24.0,84.863,5.5,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,6.617,5.685,9.267,6.332,5.715,4.917,11.883,6.683,6.716,85.396,03/09/2025 11:12:42,30.769,38.095,71.429,2,30.61065502427234,33.21268843897674,66.15968898646706
PPFBBI1XMGVB,4,0,0.47058823529412,3,5,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,000000,7,3.0,0.0,16.0,13.051,3.0,0.0,11.0,8.116,3.0,0.0,14.0,8.35,9,0,41,29.517,2.0,15.364,1.0,46.265,4,10.299,3.0,21.849,4.0,17.55,1,11.256,1.0,11.365,133.948,1.0,2.0,2.0,2.0,33.548,1,3,2,4,3,4,3,3,5,5,3,3,1,3.0,12.333,1.0,26.1,2.0,4.6,4.0,12.6,3.0,10.9,3.0,16.2,82.733,0.0,1.0,0.0,24.0,59.147,0.0,1.0,0.0,24.0,115.711,5.5,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,10.867,7.883,12.618,10.532,26.365,9.416,15.298,7.568,5.618,134.761,03/09/2025 11:11:37,38.462,57.143,57.143,3,38.13172388079027,53.865120493974516,57.649307679928256
FA8ABS6QXX06,1,1,0.52941176470588,3,2,FFFFFF,10,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,4,18.0,13.0,1.0,99.381,1.0,0.0,13.0,24.469,3.0,0.0,14.0,11.44,22,13,28,135.29,3.0,9.717,3.0,16.074,3,6.071,2.0,7.342,3.0,8.547,1,8.931,2.0,8.898,65.58,1.0,2.0,1.0,1.0,24.335,1,2,3,5,3,2,4,4,4,4,3,2,1,2.0,3.9,2.0,1.6,1.0,2.4,3.0,1.984,3.0,0.4,2.0,2.2,12.484,0.0,0.0,0.0,24.0,50.995,0.0,0.0,0.0,24.0,118.833,5.5,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,9.248,6.071,4.817,5.051,3.361,7.727,7.275,11.006,6.205,83.943,03/09/2025 11:09:20,15.385,52.381,68.571,0,15.298063665402662,51.20024480230976,65.59693339950982
IJXFZ6VVVYIQ,1,0,0.52941176470588,2,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,4,13.0,2.0,6.0,83.181,11.0,3.0,3.0,55.635,5.0,0.0,12.0,0.0,29,5,21,138.816,4.0,15.502,1.0,12.999,1,15.883,2.0,6.433,2.0,11.883,2,18.286,1.0,18.699,99.685,1.0,0.0,1.0,1.0,26.153,1,4,3,4,4,4,4,1,3,4,2,3,4,1.0,10.6,1.0,6.1,1.0,8.9,1.0,12.0,2.0,10.1,2.0,6.6,54.3,0.0,0.0,0.0,24.0,60.999,0.0,0.0,0.0,24.0,106.067,5.5,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,6.333,6.133,17.948,11.333,5.951,11.98,6.533,8.932,8.149,109.067,03/09/2025 11:05:44,73.077,85.714,14.286,1,66.9909819874218,78.08595569497301,24.69943218743085
9RJ6JK1GD5FQ,3,1,0.52941176470588,0,2,E0A876,10,44250A,1,9975A0,050505,000000,615B63,0,12.0,7.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,12,7,38,0.0,1.0,2.05,1.0,23.604,2,98.269,2.0,49.801,1.0,25.503,4,5.551,4.0,38.448,243.226,1.0,1.0,1.0,2.0,22.077,2,2,2,3,4,4,3,3,4,3,3,2,3,3.0,16.682,2.0,7.098,2.0,5.9,3.0,9.196,2.0,6.399,3.0,7.097,52.372,0.0,1.0,0.0,24.0,52.987,0.0,10.0,0.0,24.0,235.857,5.5,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.468,17.636,15.101,10.435,9.117,13.236,9.55,8.084,10.635,121.733,03/09/2025 10:49:22,26.923,38.095,37.143,1,29.41344132892424,42.30771006597209,37.43355074485914
8BDUW7B4D3PY,3,0,0.47058823529412,2,5,FBDD92,8,D1B22C,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,14.0,1.0,5.0,104.245,7.0,4.0,7.0,0.0,0.0,0.0,17.0,0.0,21,5,29,104.245,4.0,16.449,3.0,34.865,1,12.466,4.0,21.633,4.0,12.199,4,16.649,4.0,12.883,127.144,1.0,3.0,1.0,2.0,30.013,1,3,2,5,5,5,5,5,1,5,5,5,1,4.0,13.6,4.0,15.9,4.0,8.2,1.0,22.6,4.0,14.4,1.0,14.2,88.9,0.0,0.0,0.0,24.0,73.68,0.0,1.0,0.0,24.0,144.627,5.5,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.93,5.468,12.25,4.482,3.498,6.401,6.783,5.265,6.065,77.163,03/09/2025 10:45:35,38.462,23.81,91.429,2,35.17741665448283,25.249583452197786,87.39182580726224
VWME5IBTHGK5,3,1,0.52941176470588,1,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,17.0,1.0,2.0,59.665,5.0,2.0,9.0,58.481,8.0,1.0,9.0,0.0,30,4,20,118.146,4.0,7.033,4.0,13.148,2,13.116,4.0,17.733,1.0,2.916,4,3.517,1.0,11.432,68.895,1.0,2.0,2.0,3.0,15.932,2,1,2,3,4,3,3,4,4,5,5,5,1,3.0,11.295,4.0,5.032,0.0,10.611,2.0,8.11,3.0,15.66,4.0,7.783,58.491,0.0,0.0,0.0,24.0,79.914,0.0,5.0,0.0,24.0,166.675,5.5,5.0,5.0,-1.0,-1.0,5.0,5.0,-1.0,5.0,5.0,6.817,4.733,-1.0,-1.0,9.566,113.711,-1.0,6.249,9.666,180.0,03/09/2025 10:44:40,46.154,66.667,71.429,0,41.67534253733098,63.94461802589722,72.33831176641398
BO4MSX78NOO3,3,1,0.47058823529412,2,2,D1AA85,3,614121,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,19.0,0.0,0.0,49.323,11.0,0.0,3.0,38.485,17.0,0.0,0.0,27.897,47,0,3,115.705,2.0,13.832,1.0,10.286,2,18.482,2.0,5.736,1.0,6.657,4,4.65,2.0,13.664,73.307,1.0,1.0,0.0,1.0,20.237,1,1,2,3,2,2,1,3,4,1,3,1,5,1.0,2.9,2.0,3.8,1.0,4.3,1.0,2.8,1.0,3.3,2.0,1.9,19.0,0.0,0.0,0.0,24.0,33.567,0.0,0.0,0.0,24.0,97.174,5.5,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.67,3.613,9.668,9.148,10.921,5.486,4.264,6.539,5.268,82.271,03/09/2025 10:21:56,50.0,47.619,37.143,1,48.07496769146036,49.885799656079314,38.47783963971157
JCRYFTJLLOH6,0,0,0.29411764705882,4,3,FFFFFF,11,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,0.0,2.0,19.0,16.85,0.0,3.0,14.0,18.065,1.0,2.0,16.0,12.0,1,7,49,46.915,4.0,6.383,4.0,3.85,4,13.899,4.0,15.816,4.0,2.8,3,12.199,4.0,4.85,59.797,1.0,2.0,1.0,0.0,22.731,1,3,1,5,5,5,5,5,5,5,5,5,1,0.0,10.915,4.0,6.909,4.0,2.572,4.0,1.713,4.0,1.114,3.0,5.155,28.378,0.0,0.0,0.0,24.0,81.063,0.0,25.0,0.0,8.0,300.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.216,2.366,10.282,6.5,3.65,7.831,5.432,10.966,6.117,80.713,02/09/2025 12:06:41,3.846,14.286,88.571,2,7.016754372555562,19.276570870044704,88.29564342359949
W62AYIMD5V8A,0,0,0.29411764705882,4,0,FFFFFF,7,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,3.0,0.0,16.0,15.214,3.0,0.0,11.0,11.85,3.0,1.0,14.0,19.465,9,1,41,46.529,3.0,2.899,3.0,3.617,2,7.283,2.0,17.283,4.0,3.749,2,4.317,1.0,11.199,50.347,1.0,2.0,1.0,1.0,41.348,3,4,2,5,3,2,1,5,3,2,1,5,3,0.0,4.019,1.0,5.153,2.0,8.298,1.0,6.299,2.0,8.499,1.0,5.659,37.927,0.0,2.0,0.0,24.0,71.447,0.0,5.0,0.0,24.0,181.792,5.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.916,9.899,10.381,11.082,10.482,13.233,10.066,10.032,10.55,125.745,02/09/2025 12:02:04,38.462,95.238,68.571,1,43.08871136331333,91.03051115712762,67.29155996567997
BKB8XB7FOC8J,0,0,0.29411764705882,4,2,EBEBEB,7,151512,2,CB2027,4FCBFA,4175F6,ED2B50,6,2.0,2.0,17.0,48.231,3.0,0.0,11.0,19.7,3.0,0.0,14.0,12.732,8,2,42,80.663,3.0,17.133,4.0,12.65,4,11.982,4.0,54.964,3.0,14.617,4,9.549,4.0,9.799,130.694,1.0,2.0,1.0,1.0,22.032,2,2,2,5,5,5,5,5,5,5,5,5,1,2.0,4.4,4.0,2.8,2.0,2.9,4.0,2.1,3.0,3.8,3.0,3.2,19.2,0.0,0.0,0.0,24.0,81.112,0.0,1.0,0.0,24.0,169.508,5.5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.483,4.717,6.633,6.05,7.364,12.083,4.898,12.183,7.532,94.762,02/09/2025 11:57:27,26.923,71.429,74.286,2,25.42141061778602,62.92186539977481,74.97270138337521
7OQZZVBZWLPV,0,0,0.29411764705882,4,2,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,1.0,1.0,18.0,26.884,0.0,0.0,14.0,1.881,0.0,1.0,17.0,9.093,1,2,49,37.858,3.0,13.336,3.0,2.145,4,13.289,3.0,17.232,4.0,3.417,4,7.656,3.0,5.866,62.941,1.0,2.0,1.0,1.0,27.892,1,3,2,5,5,5,5,5,5,5,5,5,1,4.0,27.4,4.0,8.7,3.0,6.598,3.0,2.9,4.0,3.9,3.0,2.6,52.098,0.0,0.0,0.0,24.0,57.416,0.0,14.0,0.0,24.0,182.289,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.149,4.563,7.893,3.83,2.881,7.261,7.361,9.226,5.781,73.059,02/09/2025 11:54:38,11.538,33.333,85.714,2,12.455752346886522,35.85277335409296,86.06641222338729
07FQ5X0LS90U,0,0,0.29411764705882,4,6,FFFFFF,10,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,5.0,5.0,14.0,26.141,2.0,1.0,12.0,11.872,2.0,1.0,15.0,8.057,9,7,41,46.07,2.0,9.391,4.0,7.079,3,30.383,3.0,7.159,3.0,15.683,3,15.104,4.0,5.063,89.862,1.0,2.0,2.0,2.0,23.966,2,1,3,5,5,4,4,5,5,4,5,5,1,4.0,3.499,4.0,1.817,3.0,4.396,4.0,1.8,4.0,3.348,4.0,4.965,19.825,0.0,1.0,0.0,24.0,82.428,0.0,0.0,0.0,24.0,112.537,5.5,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,7.833,14.399,10.499,12.299,8.083,8.449,8.782,9.065,18.447,136.793,02/09/2025 11:52:35,30.769,33.333,68.571,2,29.703671751608052,36.560212225466785,69.77315595425225
QEDFF16ADZS5,0,0,0.35294117647059,4,0,FFFFFF,3,230000,1,FFFFFF,653000,252525,FEFEFE,0,1.0,2.0,18.0,16.932,3.0,0.0,11.0,9.666,1.0,1.0,16.0,13.233,5,3,45,39.831,3.0,16.433,3.0,10.566,3,7.766,2.0,12.433,2.0,15.232,4,10.267,3.0,10.859,83.556,1.0,1.0,2.0,2.0,33.732,2,3,2,3,3,4,1,3,5,5,1,3,1,2.0,18.415,4.0,5.141,2.0,8.502,4.0,11.108,3.0,2.195,3.0,2.912,48.273,0.0,1.0,0.0,24.0,66.03,0.0,1.0,0.0,24.0,125.061,5.5,1.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,6.648,6.048,13.666,6.933,11.066,6.966,9.482,10.35,11.482,110.042,02/09/2025 11:51:33,26.923,28.571,48.571,1,31.437202730756002,33.12609000473584,50.63362113020121
ED5N7KV7D06H,0,0,0.29411764705882,4,2,FFE2BE,7,1C160F,2,EDA04A,A7A7A7,130E5B,FFFFFF,0,8.0,9.0,11.0,75.212,0.0,0.0,14.0,4.917,0.0,0.0,17.0,1.583,8,9,42,81.712,2.0,12.033,2.0,1.784,2,5.349,2.0,10.516,2.0,5.584,1,10.066,1.0,4.1,49.432,1.0,0.0,0.0,1.0,19.582,3,4,3,1,1,2,1,2,3,1,1,2,5,0.0,3.892,0.0,4.338,1.0,3.088,1.0,2.143,1.0,3.503,2.0,3.164,20.128,0.0,1.0,0.0,24.0,101.412,0.0,4.0,0.0,24.0,170.025,5.5,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.233,6.016,6.05,6.416,6.949,6.283,6.033,4.833,4.799,79.33,02/09/2025 11:41:37,80.769,66.667,34.286,1,75.51365868046162,70.41356350889544,32.3527832389439
Z19P80W464NT,0,0,0.29411764705882,4,2,E1CE8F,3,846B18,1,FFFFFF,BD237C,122447,A12A6F,5,2.0,1.0,17.0,22.065,3.0,0.0,11.0,26.882,3.0,0.0,14.0,20.716,8,1,42,69.663,3.0,9.1,2.0,8.132,4,21.483,4.0,10.632,2.0,18.347,2,4.084,4.0,5.2,76.978,1.0,1.0,1.0,2.0,44.065,2,4,2,5,1,1,1,5,5,5,5,5,1,1.0,10.005,4.0,7.748,3.0,6.548,2.0,9.638,1.0,8.278,1.0,2.599,44.816,0.0,0.0,0.0,24.0,154.56,0.0,0.0,0.0,15.0,300.0,12.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,9.999,8.633,12.566,10.816,8.515,12.049,5.0,8.031,9.982,143.893,02/09/2025 11:35:08,50.0,100.0,94.286,1,46.500110518791,91.44760551205206,92.74893755232733
FX4PJ33W5LXW,0,0,0.35294117647059,4,0,F5DD94,3,D52121,1,FFFFFF,7F8789,FEF800,FEA700,0,3.0,0.0,16.0,24.864,3.0,0.0,11.0,11.317,3.0,0.0,14.0,20.633,9,0,41,56.814,4.0,40.232,4.0,20.415,3,46.531,3.0,14.966,3.0,12.017,3,11.716,3.0,11.332,157.209,1.0,1.0,2.0,3.0,20.949,2,1,2,4,5,4,3,4,4,4,4,4,3,3.0,15.645,3.0,3.574,3.0,3.083,3.0,2.562,2.0,4.288,3.0,5.403,34.555,0.0,0.0,0.0,24.0,119.36,0.0,7.0,0.0,5.0,300.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.683,7.55,12.316,13.349,7.65,19.366,11.198,10.982,4.832,115.144,02/09/2025 11:23:15,34.615,38.095,62.857,2,36.10255720151885,42.07910486800239,62.58280113565661
F1LGNT11I7UV,0,0,0.29411764705882,4,3,FFFFFF,6,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,4.0,0.0,15.0,20.432,9.0,4.0,5.0,36.931,6.0,11.0,11.0,26.649,19,15,31,84.012,4.0,19.433,3.0,13.149,4,9.417,4.0,41.913,3.0,6.883,4,10.327,4.0,12.389,113.511,1.0,2.0,1.0,1.0,33.765,2,3,2,4,5,5,4,5,5,5,5,5,1,4.0,10.378,4.0,5.091,4.0,7.873,3.0,6.242,4.0,5.926,3.0,3.999,39.509,0.0,0.0,0.0,24.0,120.427,0.0,0.0,0.0,24.0,174.542,5.5,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,6.566,12.616,11.349,16.349,9.231,9.35,15.416,13.315,11.016,136.209,02/09/2025 11:15:10,11.538,19.048,60.0,2,10.380704808357,22.46047785157186,63.8421557876855
MX6QCAB9CTBP,0,0,0.35294117647059,4,3,F0CF85,8,FFFFFF,2,FFFFFF,0023FF,FFFFFF,2000FF,5,0.0,0.0,19.0,4.4,0.0,0.0,14.0,2.4,0.0,0.0,17.0,3.067,0,0,50,9.867,4.0,50.364,4.0,7.032,4,3.2,4.0,51.481,4.0,8.633,4,3.266,4.0,13.8,137.776,1.0,1.0,2.0,3.0,15.648,2,3,2,5,5,5,5,5,5,5,5,5,1,4.0,6.17,4.0,1.506,4.0,0.502,4.0,0.339,4.0,1.7,4.0,0.461,10.678,0.0,1.0,0.0,24.0,58.23,0.0,7.0,0.0,24.0,94.447,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.65,2.433,4.184,5.716,5.117,5.05,4.583,9.748,4.3,67.347,02/09/2025 11:00:27,3.846,4.762,77.143,2,0.7792535628279416,4.679354301072272,79.61880227556662
2E3CPEZXP1D0,0,0,0.35294117647059,4,4,FFC394,8,BE7237,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,1.0,2.0,18.0,46.579,0.0,3.0,14.0,24.845,1.0,2.0,16.0,18.798,2,7,48,90.222,3.0,2.829,3.0,42.277,1,16.167,3.0,6.024,4.0,7.342,4,6.395,4.0,17.483,98.517,1.0,2.0,1.0,1.0,29.19,2,2,2,4,4,4,5,4,4,4,4,5,5,3.0,7.8,2.0,5.3,2.0,3.8,3.0,4.5,3.0,6.6,2.0,7.4,35.4,0.0,2.0,0.0,24.0,74.482,0.0,2.0,0.0,24.0,118.199,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.33,3.38,3.997,4.563,4.116,6.164,9.858,9.244,7.244,74.314,02/09/2025 10:54:05,26.923,28.571,42.857,2,24.087070616381137,30.14404293634805,46.5777704767566
Z1K23RRTVJXY,0,0,0.29411764705882,4,2,FFE4B5,7,0036FF,1,FFFFFF,000000,2200E5,4A4B4C,0,3.0,0.0,16.0,19.88,3.0,0.0,11.0,13.499,3.0,0.0,14.0,11.05,9,0,41,44.429,-1.0,-1.0,2.0,8.183,-1,-1.0,2.0,27.349,2.0,12.583,-1,-1.0,1.0,22.182,67.297,1.0,1.0,1.0,1.0,25.715,2,1,2,2,3,3,2,3,3,3,3,2,2,2.0,20.965,2.0,8.943,2.0,4.097,2.0,4.465,2.0,5.67,2.0,4.13,48.27,0.0,0.0,0.0,24.0,59.498,0.0,2.0,0.0,24.0,106.145,5.5,1.0,5.0,1.0,5.0,-1.0,-1.0,1.0,1.0,-1.0,5.882,34.565,23.582,20.598,7.084,7.4,35.565,26.416,6.384,180.0,02/09/2025 10:53:02,19.231,19.048,25.714,1,25.356972232182258,28.07141429896523,31.2853037194698
9BKFAYB3NAQ7,0,0,0.35294117647059,4,5,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,3,1.0,2.0,18.0,9.416,2.0,1.0,12.0,5.55,1.0,2.0,16.0,6.083,4,5,46,21.049,3.0,3.149,3.0,6.3,4,16.199,4.0,11.367,4.0,2.783,4,10.233,3.0,5.616,55.647,1.0,3.0,1.0,3.0,22.032,1,3,2,3,5,3,5,4,5,5,3,1,1,2.0,8.4,4.0,2.5,4.0,2.8,3.0,2.6,4.0,3.1,3.0,4.1,23.5,0.0,2.0,0.0,24.0,69.03,0.0,1.0,0.0,24.0,137.96,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,7.384,8.199,13.814,10.783,6.133,28.599,28.916,10.433,5.333,146.41,02/09/2025 10:47:44,38.462,80.952,77.143,2,37.22707964931013,74.1884654666892,74.19345397012782
ZTFARHAP1YMZ,0,0,0.35294117647059,4,2,EED284,3,1D1706,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,4.0,4.0,15.0,36.902,5.0,12.0,9.0,45.215,4.0,4.0,13.0,43.847,13,20,37,125.964,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,2.0,13.716,-1,-1.0,1.0,55.346,64.062,10.0,2.0,1.0,0.0,20.933,1,3,2,5,3,3,4,4,3,4,3,3,1,4.0,14.718,2.0,7.966,2.0,6.648,2.0,7.699,1.0,4.144,2.0,7.634,48.809,0.0,1.0,0.0,24.0,102.694,0.0,4.0,0.0,24.0,180.074,5.5,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,6.933,7.833,7.883,8.798,9.298,8.966,11.515,7.915,11.883,105.411,02/09/2025 10:44:52,11.538,42.857,65.714,1,12.548959837636518,44.47260470785313,64.43487981832703
X8NSD6SHSDGA,0,0,0.35294117647059,4,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,3.0,0.0,16.0,16.616,3.0,0.0,11.0,13.881,3.0,0.0,14.0,12.416,9,0,41,42.913,4.0,1.784,4.0,9.383,4,11.049,4.0,20.116,4.0,9.016,4,6.683,4.0,6.916,64.947,1.0,2.0,1.0,1.0,16.7,1,3,2,5,5,5,5,5,5,5,5,5,1,4.0,4.297,4.0,4.448,4.0,2.065,3.0,1.332,4.0,2.65,3.0,3.615,18.407,0.0,1.0,0.0,24.0,72.695,0.0,4.0,0.0,24.0,164.359,5.5,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.267,3.6,2.95,3.068,2.517,2.566,2.033,3.967,2.034,46.781,02/09/2025 10:37:56,7.692,9.524,85.714,2,5.429744940794655,10.97605900469695,83.18771138484298
QIOOGDQS8KCI,3,0,0.58823529411765,1,4,FFFFFF,2,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,2.0,4.0,17.0,81.746,3.0,0.0,11.0,13.932,3.0,0.0,14.0,17.917,8,4,42,113.595,3.0,6.116,3.0,20.683,3,13.999,4.0,5.766,3.0,7.783,4,9.183,3.0,5.65,69.18,1.0,2.0,1.0,1.0,19.499,1,2,2,5,5,5,4,5,4,4,4,2,1,3.0,11.3,2.0,12.8,3.0,12.4,3.0,5.4,3.0,8.1,2.0,1.4,51.4,0.0,0.0,0.0,24.0,52.946,0.0,1.0,0.0,24.0,115.528,5.5,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.264,3.399,7.239,3.717,4.116,5.883,5.015,5.9,6.232,72.03,26/08/2025 14:27:28,23.077,23.81,62.857,2,22.96513964685707,26.806135133437813,63.4811952538929
WTBT78W69QYE,3,0,0.41176470588235,4,2,FFFFFF,9,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,3.0,0.0,16.0,11.399,3.0,0.0,11.0,6.532,3.0,0.0,14.0,6.65,9,0,41,24.581,2.0,24.171,2.0,20.115,2,14.199,1.0,8.466,1.0,8.701,1,18.916,1.0,3.083,97.651,1.0,1.0,0.0,0.0,18.484,1,2,2,1,2,2,3,4,4,2,3,3,4,1.0,3.084,1.0,2.546,1.0,3.641,1.0,5.223,1.0,0.831,1.0,1.729,17.054,0.0,1.0,0.0,24.0,56.715,0.0,4.0,0.0,24.0,88.162,5.5,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.231,2.517,4.4,6.416,7.882,4.298,3.682,6.25,6.782,69.28,26/08/2025 14:24:21,42.308,52.381,45.714,1,46.6773432177844,56.33184809098589,43.16892610085504
K6J30VGKQM0W,4,0,0.52941176470588,0,2,FFFFFF,7,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,19.0,0.0,0.0,55.897,14.0,1.0,0.0,53.331,11.0,1.0,6.0,38.016,44,2,6,147.244,3.0,6.299,3.0,12.883,1,4.633,4.0,4.15,3.0,8.433,3,5.934,1.0,44.647,86.979,1.0,3.0,2.0,3.0,27.948,2,2,2,5,1,5,2,2,3,2,1,1,3,4.0,10.6,2.0,6.899,2.0,2.8,4.0,9.7,3.0,11.7,1.0,31.875,73.574,0.0,2.0,0.0,24.0,50.465,0.0,0.0,0.0,24.0,71.63,5.5,5.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.466,3.466,5.1,5.316,6.149,5.834,5.966,8.032,5.198,70.063,26/08/2025 14:18:10,15.385,28.571,54.286,0,20.902926706725843,30.144293494456118,52.647604886066794
